100,1305.20,1326.20,1330.70,1305.00,1242401,0
101,1307.60,1302.90,1320.70,1293.65,654531,0
102,1315.80,1305.60,1315.80,1290.75,1107874,0
103,1323.05,1314.15,1346.10,1308.65,945901,0
104,1359.95,1338.40,1366.55,1329.05,976136,0
105,1340.00,1362.65,1368.65,1336.50,936229,0
106,1349.00,1348.15,1353.60,1338.60,595436,0
107,1344.05,1356.35,1358.60,1339.00,454861,0
108,1325.00,1348.35,1351.10,1325.00,1073063,0
109,1319.20,1322.20,1332.20,1310.55,5463452,0
